id_reserva,nombre_cliente,destino,fecha_viaje,correo,plataforma
893,Sofia Gomez,Paris,2027-06-22,sofia.gomez893@gmail.com,Booking
894,Ignacio Sanchez,Barcelona,2028-07-10,ignacio.sanchez894@gmail.com,Google Flights
198,Juan Vargas,Ciudad de Mexico,2026-12-16,juan.vargas198@gmail.com,Booking
458,Camila Gomez,Roma,2026/05/29,camila.gomez458@gmail.com,Travel Now
372,Sofia Rojas,Quito,2028/06/21,sofia.rojas372@gmail.com,Despegar
505,Fernanda Romero,Madrid,2028-03-02,fernanda.romero505@gmail.com,Google Flights
845,Sofia Perez,Berlin,2026-12-12,sofia.perez845@gmail.com,Kayak
516,Matias Gomez,Quito,2027-01-02,matias.gomez516@gmail.com,Kayak
50,Ana Fernandez,Madrid,24-07-2026,ana.fernandez50@gmail.com,Kayak
1002,Carlos Paredes,,2027-08-24,carlos.paredes1002@gmail.com,Booking
60,Daniela Rojas,Madrid,2028/09/08,daniela.rojas60@gmail.com,Travel Now
774,Francisca Martinez,Berlin,2028-04-14,francisca.martinez774@gmail.com,Travel Now
389,Juan Gomez,Paris,18-04-2027,juan.gomez389@gmail.com,Despegar
968,Javiera Silva,Montevideo,fecha_mala,javiera.silva968@gmail.com,Kayak
130,Ana Fernandez,Buenos Aires,2028-07-07,ana.fernandez130@gmail.com,Travel Now
600,Carlos Vargas,Ciudad de Mexico,2027/11/10,carlos.vargas600@gmail.com,Booking
285,Francisca Gomez,Cancun,30-09-2026,francisca.gomez285@gmail.com,Booking
925,Maria Silva,,29-03-2028,maria.silva925@gmail.com,Booking
627,Carlos Fernandez,Bogota,2028-04-03,carlos.fernandez627@gmail.com,Despegar
882,Francisca Castro,Berlin,22-04-2027,francisca.castro882@gmail.com,Despegar
866,Francisca Rodriguez,Ciudad de Mexico,2028/08/06,francisca.rodriguez866@gmail.com,Kayak
457,Ana Sanchez,Quito,2027-02-01,ana.sanchez457@gmail.com,Kayak
483,Ignacio Martinez,Rio de Janeiro,2026-05-27,ignacio.martinez483@gmail.com,Kayak
476,Ignacio Paredes,Berlin,03-07-2028,ignacio.paredes476@gmail.com,Google Flights
503,Maria Romero,Santiago,2027/10/29,maria.romero503@gmail.com,Google Flights
230,Matias Castro,Paris,2028/06/09,matias.castro230@gmail.com,Booking
1107,Perez,Bogota,2028-05-13,ignacio.perez1107@gmail.com,Booking
760,Sebastian Reyes,Barcelona,2027/12/30,sebastian.reyes760@gmail.com,Booking
501,Maria Perez,La Paz,2027-03-05,maria.perez501@gmail.com,Kayak
98,Catalina Diaz,Nueva York,2028-01-11,catalina.diaz98@gmail.com,Travel Now
339,Fernanda Gomez,Lima,29-12-2027,fernanda.gomez339@gmail.com,Booking
564,Daniela Morales,Ciudad de Mexico,04-01-2028,daniela.morales564@gmail.com,Despegar
947,Diego Lopez,Buenos Aires,fecha_mala,diego.lopez947@gmail.com,Google Flights
1114,Catalina Romero,Montevideo,2028/10/07,malcorreo.com,Kayak
261,Ana Silva,Quito,2027/06/15,ana.silva261@gmail.com,Booking
95,Carlos Lopez,Miami,12-04-2027,carlos.lopez95@gmail.com,Kayak
148,Diego Araya,Roma,24-09-2026,diego.araya148@gmail.com,Google Flights
224,Francisca Rodriguez,Montevideo,2028-03-03,francisca.rodriguez224@gmail.com,Despegar
1151,Herrera,Buenos Aires,2028/02/04,francisca.herrera1151@gmail.com,Booking
146,Matias Vargas,Lima,2028/01/06,matias.vargas146@gmail.com,Despegar
785,Ana Gomez,Buenos Aires,2028-07-10,ana.gomez785@gmail.com,Kayak
1086,Valentina Herrera,,09-04-2028,valentina.herrera1086@gmail.com,Travel Now
738,Fernanda Araya,Rio de Janeiro,2028-06-29,fernanda.araya738@gmail.com,Booking
1152,Benjamin Gomez,,08-06-2028,benjamin.gomez1152@gmail.com,Travel Now
852,Javiera Gomez,Montevideo,2026/09/04,javiera.gomez852@gmail.com,Travel Now
957,Maria Gomez,Ciudad de Mexico,17-02-2028,,Booking
568,Juan Martinez,Ciudad de Mexico,2028/05/01,juan.martinez568@gmail.com,Google Flights
231,Sebastian Vargas,Rio de Janeiro,2026-08-04,sebastian.vargas231@gmail.com,Booking
342,Javiera Sanchez,Roma,2028-04-22,javiera.sanchez342@gmail.com,Despegar
364,Valentina Rodriguez,Madrid,2028-06-08,valentina.rodriguez364@gmail.com,Booking
439,Francisca Morales,La Paz,2027-04-07,francisca.morales439@gmail.com,Kayak
923,Juan Rojas,Lima,2027-11-27,malcorreo.com,Kayak
450,Benjamin Sanchez,Barcelona,2027/04/30,benjamin.sanchez450@gmail.com,Despegar
1157,Camila Paredes,Lisboa,2026-09-22,,Google Flights
562,Juan Fernandez,Madrid,20-09-2026,juan.fernandez562@gmail.com,Despegar
395,Benjamin Perez,Nueva York,06-10-2027,benjamin.perez395@gmail.com,Despegar
186,Paula Gomez,Bogota,28-09-2028,paula.gomez186@gmail.com,Booking
1093,Matias Vargas,,2028-02-16,matias.vargas1093@gmail.com,Despegar
368,Felipe Torres,Paris,2027/10/16,felipe.torres368@gmail.com,Kayak
628,Sebastian Perez,Lisboa,2028/02/16,sebastian.perez628@gmail.com,Google Flights
75,Felipe Castro,Punta Cana,11-05-2028,felipe.castro75@gmail.com,Despegar
137,Daniela Fuentes,Ciudad de Mexico,2028-06-26,daniela.fuentes137@gmail.com,Kayak
909,Jose Herrera,La Paz,2028-07-31,,Despegar
308,Daniela Torres,Buenos Aires,17-12-2026,daniela.torres308@gmail.com,Kayak
1079,Lopez,Nueva York,2027-05-03,paula.lopez1079@gmail.com,Despegar
1016,Rodriguez,Paris,2028-01-12,jose.rodriguez1016@gmail.com,Google Flights
1185,Maria Gomez,,28-02-2028,maria.gomez1185@gmail.com,Booking
642,Sebastian Vargas,Rio de Janeiro,2028/03/21,sebastian.vargas642@gmail.com,Kayak
481,Diego Araya,Lima,2026/07/03,diego.araya481@gmail.com,Kayak
1082,Vargas,Bogota,05-08-2027,ignacio.vargas1082@gmail.com,Despegar
1095,Rojas,Cancun,2026-11-23,javiera.rojas1095@gmail.com,Travel Now
215,Diego Romero,Buenos Aires,2026-06-24,diego.romero215@gmail.com,Kayak
100,Benjamin Sanchez,Madrid,2026-09-19,benjamin.sanchez100@gmail.com,Kayak
660,Camila Silva,La Paz,01-03-2027,camila.silva660@gmail.com,Kayak
1159,Torres,Roma,2027-01-28,camila.torres1159@gmail.com,Booking
116,Ignacio Vargas,Quito,2027-11-30,ignacio.vargas116@gmail.com,Google Flights
1198,Sebastian Perez,Quito,fecha_mala,sebastian.perez1198@gmail.com,Kayak
1109,Sebastian Sanchez,Berlin,fecha_mala,sebastian.sanchez1109@gmail.com,Kayak
907,Sofia Rodriguez,Lisboa,fecha_mala,sofia.rodriguez907@gmail.com,Kayak
1179,Javiera Paredes,Roma,fecha_mala,javiera.paredes1179@gmail.com,Booking
46,Paula Herrera,Barcelona,2028-04-08,paula.herrera46@gmail.com,Despegar
208,Benjamin Perez,Quito,2026-11-16,benjamin.perez208@gmail.com,Booking
1009,Sanchez,Punta Cana,2028/07/12,daniela.sanchez1009@gmail.com,Google Flights
149,Daniela Torres,Montevideo,2028-01-05,daniela.torres149@gmail.com,Despegar
1035,Sofia Sanchez,Cancun,fecha_mala,sofia.sanchez1035@gmail.com,Booking
38,Sebastian Diaz,Roma,2028/06/22,sebastian.diaz38@gmail.com,Despegar
955,Camila Torres,Rio de Janeiro,fecha_mala,camila.torres955@gmail.com,Kayak
115,Diego Rodriguez,Montevideo,2028-05-18,diego.rodriguez115@gmail.com,Kayak
6,Ana Diaz,Montevideo,2027-08-15,ana.diaz6@gmail.com,Travel Now
255,Felipe Perez,Bogota,2027-03-10,felipe.perez255@gmail.com,Travel Now
986,Daniela Herrera,Buenos Aires,fecha_mala,daniela.herrera986@gmail.com,Despegar
239,Francisca Gomez,Bogota,2028/01/14,francisca.gomez239@gmail.com,Google Flights
1072,Daniela Lopez,Rio de Janeiro,2028-09-19,sin@dominio,Kayak
222,Ana Araya,Madrid,2028-06-14,ana.araya222@gmail.com,Despegar
81,Matias Romero,Quito,28-02-2028,matias.romero81@gmail.com,Google Flights
804,Juan Martinez,Buenos Aires,17-05-2028,juan.martinez804@gmail.com,Travel Now
69,Diego Vargas,Punta Cana,12-02-2027,diego.vargas69@gmail.com,Kayak
803,Sebastian Morales,Quito,13-09-2027,sebastian.morales803@gmail.com,Travel Now
753,Benjamin Martinez,Santiago,2028/03/22,benjamin.martinez753@gmail.com,Booking
1012,Valentina Silva,,2027-04-16,valentina.silva1012@gmail.com,Booking
1142,Torres,Quito,2026-07-14,jose.torres1142@gmail.com,Travel Now
105,Jose Sanchez,Quito,08-08-2028,jose.sanchez105@gmail.com,Despegar
206,Daniela Fernandez,Buenos Aires,2026/09/28,daniela.fernandez206@gmail.com,Despegar
1100,Daniela Rojas,Barcelona,fecha_mala,daniela.rojas1100@gmail.com,Google Flights
1023,Daniela Reyes,,2026/07/08,daniela.reyes1023@gmail.com,Kayak
835,Jose Sanchez,Berlin,2026/09/01,jose.sanchez835@gmail.com,Booking
1087,Ignacio Lopez,Montevideo,fecha_mala,ignacio.lopez1087@gmail.com,Kayak
806,Benjamin Araya,Buenos Aires,2026-09-15,benjamin.araya806@gmail.com,Despegar
1065,Fuentes,Nueva York,2027/11/24,camila.fuentes1065@gmail.com,Kayak
1068,Paula Herrera,La Paz,2027-01-25,,Google Flights
468,Ana Castro,Ciudad de Mexico,2027-07-25,ana.castro468@gmail.com,Booking
63,Daniela Castro,Madrid,2027/07/23,daniela.castro63@gmail.com,Kayak
1006,Javiera Rojas,Quito,2028/01/03,sin@dominio,Booking
1115,Fernanda Gomez,,23-09-2027,fernanda.gomez1115@gmail.com,Kayak
761,Ana Rodriguez,Berlin,24-02-2028,ana.rodriguez761@gmail.com,Despegar
472,Juan Reyes,Madrid,08-01-2028,juan.reyes472@gmail.com,Despegar
958,Benjamin Vargas,Cancun,fecha_mala,benjamin.vargas958@gmail.com,Booking
513,Diego Rodriguez,Nueva York,2027-03-02,diego.rodriguez513@gmail.com,Booking
719,Felipe Reyes,Rio de Janeiro,27-03-2028,felipe.reyes719@gmail.com,Kayak
52,Javiera Herrera,Nueva York,19-10-2027,javiera.herrera52@gmail.com,Google Flights
949,Sofia Diaz,Paris,07-02-2027,,Despegar
713,Sebastian Diaz,Punta Cana,2026/11/01,sebastian.diaz713@gmail.com,Booking
101,Jose Morales,Lima,2028/07/06,jose.morales101@gmail.com,Google Flights
459,Benjamin Romero,Punta Cana,2028-03-14,benjamin.romero459@gmail.com,Booking
171,Camila Fuentes,Ciudad de Mexico,2026/11/17,camila.fuentes171@gmail.com,Despegar
747,Ignacio Fernandez,Santiago,2027-10-15,ignacio.fernandez747@gmail.com,Kayak
386,Daniela Diaz,Paris,2028/09/12,daniela.diaz386@gmail.com,Booking
892,Matias Perez,Santiago,2028-03-14,matias.perez892@gmail.com,Booking
89,Matias Paredes,Montevideo,2028-07-14,matias.paredes89@gmail.com,Google Flights
214,Daniela Rodriguez,Bogota,18-05-2028,daniela.rodriguez214@gmail.com,Kayak
517,Catalina Fernandez,Quito,2026-11-13,catalina.fernandez517@gmail.com,Travel Now
994,Catalina Morales,Rio de Janeiro,2028-01-30,malcorreo.com,Kayak
815,Matias Fernandez,Ciudad de Mexico,2028-01-26,matias.fernandez815@gmail.com,Booking
526,Camila Vargas,La Paz,24-09-2027,camila.vargas526@gmail.com,Google Flights
268,Camila Vargas,Punta Cana,2027/05/08,camila.vargas268@gmail.com,Booking
745,Sebastian Fuentes,Cancun,2028-06-08,sebastian.fuentes745@gmail.com,Booking
673,Daniela Castro,Rio de Janeiro,2027/07/23,daniela.castro673@gmail.com,Booking
473,Ana Silva,Buenos Aires,2026-07-12,ana.silva473@gmail.com,Despegar
524,Catalina Fuentes,Punta Cana,19-06-2028,catalina.fuentes524@gmail.com,Kayak
366,Sebastian Gomez,Miami,2027/06/02,sebastian.gomez366@gmail.com,Travel Now
150,Camila Lopez,Roma,10-03-2027,camila.lopez150@gmail.com,Kayak
698,Valentina Martinez,Berlin,2026/11/27,valentina.martinez698@gmail.com,Despegar
551,Matias Fernandez,Punta Cana,2027/05/23,matias.fernandez551@gmail.com,Google Flights
305,Felipe Diaz,Lisboa,2027/05/19,felipe.diaz305@gmail.com,Travel Now
1186,Javiera Herrera,Miami,fecha_mala,javiera.herrera1186@gmail.com,Kayak
664,Daniela Silva,Rio de Janeiro,2027-03-24,daniela.silva664@gmail.com,Despegar
58,Sofia Diaz,Roma,2028/05/24,sofia.diaz58@gmail.com,Kayak
117,Fernanda Vargas,Quito,04-06-2026,fernanda.vargas117@gmail.com,Travel Now
29,Maria Fernandez,Barcelona,2026-07-09,maria.fernandez29@gmail.com,Booking
413,Felipe Araya,Nueva York,2026/08/15,felipe.araya413@gmail.com,Travel Now
928,Carlos Diaz,Madrid,fecha_mala,carlos.diaz928@gmail.com,Kayak
216,Fernanda Reyes,Rio de Janeiro,2028-08-29,fernanda.reyes216@gmail.com,Kayak
1155,Reyes,Quito,2028/08/09,ignacio.reyes1155@gmail.com,Travel Now
1,Diego Paredes,Berlin,2027-10-25,diego.paredes1@gmail.com,Travel Now
1196,Rojas,Berlin,2027/01/08,benjamin.rojas1196@gmail.com,Travel Now
1134,Vargas,Lisboa,2028-05-11,camila.vargas1134@gmail.com,Despegar
901,Paula Gomez,Berlin,2027-09-13,,Google Flights
184,Paula Torres,La Paz,01-12-2026,paula.torres184@gmail.com,Booking
667,Francisca Romero,Lisboa,2027/11/28,francisca.romero667@gmail.com,Booking
332,Daniela Rojas,Madrid,2027-05-28,daniela.rojas332@gmail.com,Travel Now
110,Jose Paredes,Montevideo,2028/08/10,jose.paredes110@gmail.com,Google Flights
180,Javiera Paredes,Buenos Aires,15-08-2027,javiera.paredes180@gmail.com,Booking
1161,Paula Gomez,,2027-03-19,paula.gomez1161@gmail.com,Travel Now
378,Matias Rodriguez,Nueva York,2028/03/21,matias.rodriguez378@gmail.com,Despegar
112,Benjamin Silva,Nueva York,2028/08/02,benjamin.silva112@gmail.com,Booking
1088,Vargas,Nueva York,27-10-2026,paula.vargas1088@gmail.com,Despegar
1169,Javiera Morales,Berlin,12-09-2026,correo,Google Flights
445,Ignacio Castro,Cancun,2026/09/22,ignacio.castro445@gmail.com,Despegar
266,Carlos Herrera,Montevideo,2028/03/01,carlos.herrera266@gmail.com,Kayak
25,Camila Reyes,Rio de Janeiro,2027/01/10,camila.reyes25@gmail.com,Travel Now
614,Jose Gomez,Miami,2027-04-29,jose.gomez614@gmail.com,Travel Now
92,Maria Martinez,La Paz,08-07-2027,maria.martinez92@gmail.com,Google Flights
696,Juan Rodriguez,Cancun,2028/05/19,juan.rodriguez696@gmail.com,Booking
1147,Martinez,Cancun,2028-08-08,matias.martinez1147@gmail.com,Booking
694,Valentina Diaz,Nueva York,19-10-2027,valentina.diaz694@gmail.com,Google Flights
1192,Sebastian Castro,,16-07-2027,sebastian.castro1192@gmail.com,Despegar
541,Jose Gomez,Nueva York,2027/01/18,jose.gomez541@gmail.com,Booking
972,Juan Martinez,Punta Cana,2026-05-30,,Booking
1102,Benjamin Gomez,,22-09-2027,benjamin.gomez1102@gmail.com,Kayak
297,Fernanda Castro,Santiago,2028/02/17,fernanda.castro297@gmail.com,Google Flights
999,Rodriguez,Montevideo,2027-02-15,maria.rodriguez999@gmail.com,Google Flights
598,Catalina Fuentes,Buenos Aires,2027-12-07,catalina.fuentes598@gmail.com,Despegar
634,Camila Reyes,Roma,11-10-2028,camila.reyes634@gmail.com,Despegar
580,Sofia Lopez,Lima,2027/05/27,sofia.lopez580@gmail.com,Despegar
741,Javiera Castro,La Paz,2026-07-10,javiera.castro741@gmail.com,Booking
1094,Carlos Castro,,2028-08-21,carlos.castro1094@gmail.com,Despegar
783,Matias Martinez,Lima,2026-12-31,matias.martinez783@gmail.com,Travel Now
615,Ana Vargas,Madrid,2026-07-04,ana.vargas615@gmail.com,Despegar
1011,Sofia Vargas,,2026-09-13,sofia.vargas1011@gmail.com,Despegar
147,Fernanda Fernandez,Barcelona,20-12-2027,fernanda.fernandez147@gmail.com,Travel Now
1108,Juan Perez,Quito,2028-02-13,,Kayak
596,Camila Fuentes,La Paz,2027/09/23,camila.fuentes596@gmail.com,Despegar
506,Francisca Torres,Barcelona,2027/04/18,francisca.torres506@gmail.com,Booking
431,Valentina Martinez,Santiago,2028-09-16,valentina.martinez431@gmail.com,Travel Now
940,Paredes,Miami,29-05-2027,daniela.paredes940@gmail.com,Travel Now
623,Jose Martinez,Paris,08-07-2027,jose.martinez623@gmail.com,Travel Now
710,Carlos Perez,Santiago,05-03-2027,carlos.perez710@gmail.com,Despegar
14,Sebastian Paredes,Barcelona,2027/01/17,sebastian.paredes14@gmail.com,Despegar
671,Sofia Perez,Nueva York,07-02-2027,sofia.perez671@gmail.com,Despegar
169,Matias Diaz,Punta Cana,2026-06-21,matias.diaz169@gmail.com,Booking
267,Daniela Perez,Madrid,21-03-2028,daniela.perez267@gmail.com,Google Flights
951,Felipe Vargas,Punta Cana,fecha_mala,felipe.vargas951@gmail.com,Travel Now
309,Francisca Morales,Lima,2026-10-20,francisca.morales309@gmail.com,Google Flights
511,Jose Lopez,Cancun,2026/07/05,jose.lopez511@gmail.com,Google Flights
829,Jose Morales,Madrid,2026-08-30,jose.morales829@gmail.com,Kayak
996,Paula Romero,Santiago,2027-11-28,correo,Kayak
715,Diego Fernandez,Nueva York,2027-03-23,diego.fernandez715@gmail.com,Kayak
234,Francisca Reyes,Cancun,22-02-2027,francisca.reyes234@gmail.com,Despegar
675,Valentina Perez,Bogota,2028/09/03,valentina.perez675@gmail.com,Booking
365,Ignacio Fuentes,Punta Cana,2028/08/28,ignacio.fuentes365@gmail.com,Despegar
13,Sofia Herrera,Berlin,20-12-2026,sofia.herrera13@gmail.com,Google Flights
706,Sofia Gomez,La Paz,26-07-2028,sofia.gomez706@gmail.com,Google Flights
682,Fernanda Rojas,Barcelona,2027/11/06,fernanda.rojas682@gmail.com,Travel Now
1081,Daniela Perez,Roma,2027/03/12,sin@dominio,Booking
590,Camila Paredes,Madrid,2027/08/29,camila.paredes590@gmail.com,Booking
1174,Torres,Paris,22-03-2028,fernanda.torres1174@gmail.com,Despegar
1140,Javiera Araya,,13-07-2026,javiera.araya1140@gmail.com,Booking
703,Jose Torres,Nueva York,15-04-2028,jose.torres703@gmail.com,Kayak
787,Sofia Sanchez,Miami,22-07-2028,sofia.sanchez787@gmail.com,Google Flights
35,Sebastian Fuentes,Punta Cana,2026-06-07,sebastian.fuentes35@gmail.com,Travel Now
451,Javiera Silva,Madrid,2026/10/07,javiera.silva451@gmail.com,Despegar
927,Benjamin Araya,Montevideo,2028-08-28,sin@dominio,Travel Now
274,Fernanda Herrera,Ciudad de Mexico,2026-06-11,fernanda.herrera274@gmail.com,Booking
121,Francisca Lopez,Roma,2027-06-20,francisca.lopez121@gmail.com,Google Flights
931,Valentina Rodriguez,Paris,2026-11-26,,Travel Now
577,Camila Martinez,Cancun,09-10-2027,camila.martinez577@gmail.com,Kayak
346,Fernanda Reyes,Bogota,18-06-2028,fernanda.reyes346@gmail.com,Despegar
133,Maria Romero,Rio de Janeiro,19-12-2026,maria.romero133@gmail.com,Google Flights
578,Sofia Rojas,Cancun,03-09-2027,sofia.rojas578@gmail.com,Google Flights
1078,Ana Sanchez,La Paz,27-11-2027,malcorreo.com,Kayak
218,Diego Araya,Barcelona,15-02-2027,diego.araya218@gmail.com,Travel Now
841,Matias Sanchez,Montevideo,2027/01/19,matias.sanchez841@gmail.com,Travel Now
1049,Ana Rojas,,2027/03/01,ana.rojas1049@gmail.com,Travel Now
396,Ana Torres,Buenos Aires,2028-03-13,ana.torres396@gmail.com,Kayak
175,Camila Vargas,Barcelona,15-05-2027,camila.vargas175@gmail.com,Kayak
975,Gomez,Rio de Janeiro,2026-12-20,benjamin.gomez975@gmail.com,Kayak
1175,Gomez,Buenos Aires,17-07-2027,sofia.gomez1175@gmail.com,Travel Now
452,Valentina Herrera,Quito,2027-04-29,valentina.herrera452@gmail.com,Booking
426,Camila Morales,Berlin,2026-09-23,camila.morales426@gmail.com,Kayak
1120,Sebastian Fuentes,,2026/09/28,sebastian.fuentes1120@gmail.com,Google Flights
362,Catalina Gomez,Cancun,2027-01-02,catalina.gomez362@gmail.com,Travel Now
228,Carlos Martinez,Berlin,2026/11/01,carlos.martinez228@gmail.com,Despegar
648,Felipe Torres,Ciudad de Mexico,18-05-2028,felipe.torres648@gmail.com,Despegar
232,Paula Fernandez,Madrid,2027/05/27,paula.fernandez232@gmail.com,Travel Now
813,Carlos Romero,Buenos Aires,2028/08/08,carlos.romero813@gmail.com,Booking
143,Paula Rojas,Nueva York,04-12-2026,paula.rojas143@gmail.com,Booking
393,Camila Torres,Lima,10-05-2027,camila.torres393@gmail.com,Booking
591,Camila Perez,Buenos Aires,2026-07-29,camila.perez591@gmail.com,Google Flights
507,Daniela Rojas,Bogota,2026-08-28,daniela.rojas507@gmail.com,Despegar
1184,Araya,Santiago,20-02-2027,ana.araya1184@gmail.com,Kayak
759,Francisca Rodriguez,Madrid,2027/04/18,francisca.rodriguez759@gmail.com,Booking
1117,Ana Araya,,2028/08/08,ana.araya1117@gmail.com,Travel Now
139,Felipe Paredes,Lisboa,2027/08/09,felipe.paredes139@gmail.com,Kayak
61,Valentina Fuentes,Barcelona,2027/07/20,valentina.fuentes61@gmail.com,Despegar
1149,Paula Rojas,Madrid,fecha_mala,paula.rojas1149@gmail.com,Google Flights
913,Ana Diaz,,2026-10-26,ana.diaz913@gmail.com,Google Flights
310,Fernanda Silva,Madrid,2028/04/04,fernanda.silva310@gmail.com,Google Flights
319,Felipe Torres,La Paz,2026/07/06,felipe.torres319@gmail.com,Kayak
956,Camila Vargas,,2026-06-06,camila.vargas956@gmail.com,Google Flights
39,Camila Diaz,Buenos Aires,07-11-2026,camila.diaz39@gmail.com,Kayak
195,Jose Perez,Nueva York,2027/11/28,jose.perez195@gmail.com,Kayak
127,Fernanda Rojas,Miami,30-04-2028,fernanda.rojas127@gmail.com,Despegar
295,Felipe Herrera,Ciudad de Mexico,30-03-2028,felipe.herrera295@gmail.com,Despegar
911,Juan Araya,Santiago,fecha_mala,juan.araya911@gmail.com,Booking
88,Benjamin Morales,Montevideo,23-09-2028,benjamin.morales88@gmail.com,Travel Now
402,Diego Perez,La Paz,2028-04-13,diego.perez402@gmail.com,Travel Now
1193,Rojas,Punta Cana,2027/04/12,maria.rojas1193@gmail.com,Google Flights
744,Carlos Sanchez,Bogota,2027-07-07,carlos.sanchez744@gmail.com,Travel Now
633,Fernanda Torres,Barcelona,15-09-2026,fernanda.torres633@gmail.com,Google Flights
983,Vargas,Quito,17-07-2028,francisca.vargas983@gmail.com,Despegar
337,Ignacio Perez,Montevideo,2028-09-22,ignacio.perez337@gmail.com,Kayak
771,Fernanda Castro,Lima,2027-02-21,fernanda.castro771@gmail.com,Booking
1164,Carlos Sanchez,Barcelona,2026/08/12,,Despegar
874,Catalina Vargas,Montevideo,05-06-2028,catalina.vargas874@gmail.com,Google Flights
762,Catalina Castro,Quito,12-08-2026,catalina.castro762@gmail.com,Despegar
988,Javiera Rojas,,2027/02/06,javiera.rojas988@gmail.com,Google Flights
357,Catalina Torres,Cancun,2028/02/24,catalina.torres357@gmail.com,Travel Now
693,Felipe Torres,Madrid,2028/10/03,felipe.torres693@gmail.com,Booking
240,Diego Castro,Roma,2027-04-15,diego.castro240@gmail.com,Travel Now
840,Jose Perez,Ciudad de Mexico,25-11-2026,jose.perez840@gmail.com,Kayak
1060,Silva,Nueva York,2026-12-05,javiera.silva1060@gmail.com,Google Flights
1129,Maria Reyes,,17-01-2027,maria.reyes1129@gmail.com,Google Flights
681,Valentina Perez,Bogota,14-06-2028,valentina.perez681@gmail.com,Google Flights
91,Fernanda Gomez,Santiago,11-01-2027,fernanda.gomez91@gmail.com,Kayak
857,Diego Rodriguez,Quito,2027/07/17,diego.rodriguez857@gmail.com,Kayak
460,Fernanda Morales,Cancun,2026-11-22,fernanda.morales460@gmail.com,Google Flights
7,Benjamin Fernandez,Ciudad de Mexico,2027/07/05,benjamin.fernandez7@gmail.com,Travel Now
816,Sebastian Fuentes,Buenos Aires,2026/11/01,sebastian.fuentes816@gmail.com,Despegar
1064,Jose Torres,Lima,2027/12/30,correo,Travel Now
630,Ignacio Rojas,Rio de Janeiro,01-07-2027,ignacio.rojas630@gmail.com,Google Flights
1015,Sebastian Herrera,Madrid,fecha_mala,sebastian.herrera1015@gmail.com,Booking
982,Jose Morales,Roma,fecha_mala,jose.morales982@gmail.com,Booking
1180,Gomez,Berlin,13-08-2026,diego.gomez1180@gmail.com,Google Flights
317,Ignacio Reyes,Punta Cana,2028-06-30,ignacio.reyes317@gmail.com,Despegar
414,Fernanda Romero,Santiago,2027-02-16,fernanda.romero414@gmail.com,Kayak
1154,Francisca Sanchez,Miami,fecha_mala,francisca.sanchez1154@gmail.com,Travel Now
253,Sebastian Silva,Lima,2026/08/09,sebastian.silva253@gmail.com,Travel Now
640,Javiera Araya,Lisboa,2027-10-04,javiera.araya640@gmail.com,Kayak
249,Diego Martinez,Montevideo,2027-05-21,diego.martinez249@gmail.com,Despegar
1008,Sanchez,Roma,2026-11-13,sebastian.sanchez1008@gmail.com,Kayak
939,Sofia Araya,Bogota,fecha_mala,sofia.araya939@gmail.com,Booking
191,Fernanda Reyes,Rio de Janeiro,2027/03/12,fernanda.reyes191@gmail.com,Kayak
135,Paula Reyes,Cancun,17-10-2026,paula.reyes135@gmail.com,Booking
411,Felipe Diaz,Santiago,2028/05/02,felipe.diaz411@gmail.com,Kayak
574,Fernanda Lopez,Lima,27-12-2027,fernanda.lopez574@gmail.com,Despegar
1091,Francisca Reyes,Quito,2027-08-19,sin@dominio,Google Flights
1043,Matias Fernandez,,2026/10/22,matias.fernandez1043@gmail.com,Kayak
778,Catalina Morales,Ciudad de Mexico,2026/12/15,catalina.morales778@gmail.com,Despegar
739,Ana Sanchez,Lisboa,15-05-2028,ana.sanchez739@gmail.com,Google Flights
933,Rodriguez,Berlin,2027/12/26,benjamin.rodriguez933@gmail.com,Google Flights
377,Javiera Diaz,Miami,2028-06-05,javiera.diaz377@gmail.com,Despegar
1160,Diaz,Lima,2026-10-20,jose.diaz1160@gmail.com,Travel Now
356,Fernanda Fuentes,La Paz,2027/12/26,fernanda.fuentes356@gmail.com,Despegar
582,Valentina Diaz,Madrid,24-03-2028,valentina.diaz582@gmail.com,Google Flights
156,Felipe Morales,Santiago,18-05-2028,felipe.morales156@gmail.com,Despegar
571,Maria Gomez,La Paz,2026/08/31,maria.gomez571@gmail.com,Travel Now
823,Maria Sanchez,Roma,27-04-2027,maria.sanchez823@gmail.com,Travel Now
611,Diego Silva,Punta Cana,2027/07/03,diego.silva611@gmail.com,Travel Now
1044,Camila Paredes,,2027/04/29,camila.paredes1044@gmail.com,Travel Now
264,Maria Reyes,Nueva York,2028/08/03,maria.reyes264@gmail.com,Travel Now
613,Juan Reyes,Madrid,2028/02/16,juan.reyes613@gmail.com,Booking
9,Javiera Castro,Cancun,2027/01/05,javiera.castro9@gmail.com,Google Flights
76,Sebastian Fuentes,Bogota,18-04-2027,sebastian.fuentes76@gmail.com,Booking
330,Jose Perez,Roma,2026/06/01,jose.perez330@gmail.com,Google Flights
399,Daniela Gomez,Lisboa,2028-07-17,daniela.gomez399@gmail.com,Google Flights
205,Valentina Vargas,Madrid,28-02-2027,valentina.vargas205@gmail.com,Kayak
200,Javiera Reyes,Rio de Janeiro,2026-09-24,javiera.reyes200@gmail.com,Booking
1004,Vargas,Roma,01-04-2028,ana.vargas1004@gmail.com,Booking
